ID,CASO,APLICACION,ORIGEN,CATEGORÍA,RESOLUCION,RESUMEN,ESTADO,ASIGNADOA,CASO AUTORIZADOR,ESCALADO INTERNAMENTE,FEC_CREACION,MODIFICADOPOR,FEC_MODIFICACION
"8574","00595576",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","11/05/2023 7:41 p. m.","VargasD Wilmer","11/05/2023 7:41 p. m."
"8573","00595567",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","11/05/2023 6:38 p. m.","VargasD Wilmer","11/05/2023 6:38 p. m."
"8408","00591826","Andes","SalesForce","Bonos - Reenvío Chequeras","Información Incompleta","1.Devuelto, falta numero de cedula
2.Reenvio de bonos","Solucionado","Castro AndresF",,"[]","5/05/2023 9:53 a. m.","Castro AndresF","11/05/2023 6:22 p. m."
"8545","00595058","Andes","SalesForce","Bonos - Reenvío Chequeras","Actualización BD","Reenvio de bonos","Solucionado","Castro AndresF",,"[]","11/05/2023 9:45 a. m.","Castro AndresF","11/05/2023 6:17 p. m."
"8551","00593842","Condor","SalesForce","Novedades Monetarias","Actualización BD","Novedad monetaria sin confirmacion","Escalado Autorizador","Castro AndresF","PIM-20034","[]","11/05/2023 11:30 a. m.","Castro AndresF","11/05/2023 6:05 p. m."
"8572","00595220","Condor","SalesForce","GNL - Cargas","Consulta Información","Validacion de saldo","Solucionado","Castro AndresF",,"[]","11/05/2023 5:52 p. m.","Castro AndresF","11/05/2023 5:52 p. m."
"8571","00593311","Sodexo Club","SalesForce","SdxClub - Error SdxConnect","Error Sistema","Error al ingresar.","Solucionado","Castro Steven",,"[]","11/05/2023 5:50 p. m.","Castro Steven","11/05/2023 5:50 p. m."
"8559","00595237","Servicio en Linea","SalesForce","GNL - Usuarios","Actualización BD","Asignacion de contraseña temporal","Solucionado","Castro AndresF",,"[]","11/05/2023 12:35 p. m.","Castro AndresF","11/05/2023 5:35 p. m."
"8570","00595524","Andes","SalesForce","Bonos - Reenvío Chequeras","Actualización BD","Cambio de correo y reenvio de bonos","Solucionado","Castro AndresF",,"[]","11/05/2023 4:55 p. m.","Castro AndresF","11/05/2023 5:16 p. m."
"8569","00595364",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","11/05/2023 4:54 p. m.","VargasD Wilmer","11/05/2023 4:54 p. m."
"8558","00595259","Conexo","SalesForce","GNL - Usuarios","Actualización BD","Validacion de correo","Solucionado","Castro AndresF",,"[]","11/05/2023 12:33 p. m.","Castro AndresF","11/05/2023 4:37 p. m."
"8565","00595387","Condor","SalesForce","GNL - Reportes","Consulta Información","Reporte consumo de bonos","Solucionado","Castro AndresF",,"[]","11/05/2023 2:50 p. m.","Castro AndresF","11/05/2023 4:26 p. m."
"8561","00595228","Servicio en Linea","SalesForce","GNL - Usuarios","Actualización BD","Asignación contraseña temporal","Solucionado","Castro AndresF",,"[]","11/05/2023 1:09 p. m.","Castro AndresF","11/05/2023 4:20 p. m."
"8568","00595485",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","11/05/2023 4:14 p. m.","VargasD Wilmer","11/05/2023 4:14 p. m."
"8566","00595453","Servicio en Linea","SalesForce","GNL - Usuarios","Actualización BD","Asignacion contraseña temporal","Solucionado","Castro AndresF",,"[]","11/05/2023 3:41 p. m.","Castro AndresF","11/05/2023 3:58 p. m."
"8567","00594098",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","11/05/2023 3:52 p. m.","VargasD Wilmer","11/05/2023 3:52 p. m."
"8562","00592295","Condor","SalesForce","Novedades Monetarias","Consulta Información","Novedad monetaria sin confirmacion","Escalado Autorizador","Castro AndresF","PIM-20023","[]","11/05/2023 1:11 p. m.","Castro AndresF","11/05/2023 3:50 p. m."
"8550","00595165","Sodexo Express","SalesForce","Error Pedido Procesado","Error Sistema","Carro sin detalleresumen","Devuelto","Castro Steven",,"[]","11/05/2023 11:17 a. m.","Castro Steven","11/05/2023 3:14 p. m."
"8444","00592785","Condor","SalesForce","GNL - Saldo y Movimientos","Consulta Información","Validacion de saldo","Solucionado","Castro AndresF","PIM-17685","[]","8/05/2023 10:55 a. m.","Castro AndresF","11/05/2023 3:10 p. m."
"8520","00594545","Sodexo Express","SalesForce","GNL - Pedidos Represados","Error Sistema","Carro con error de consecutivo beneficiarios.","Solucionado","Castro Steven",,"[]","10/05/2023 11:33 a. m.","Castro Steven","11/05/2023 3:02 p. m."
"8564","343170","Andes","SysAid","Error Creando Pedido","Error Sistema",,"Solucionado","VargasD Wilmer",,"[]","11/05/2023 2:33 p. m.","VargasD Wilmer","11/05/2023 2:33 p. m."
"8528","00594639","Conexo","SalesForce","GNL - Solicitud a IT","Consulta Información",,"Asignado",,,"[]","10/05/2023 2:00 p. m.","VargasD Wilmer","11/05/2023 2:04 p. m."
"8563","00595321",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","11/05/2023 2:04 p. m.","VargasD Wilmer","11/05/2023 2:04 p. m."
"7402","00563754","Andes","SalesForce","GNL - Migración Datos","Error Servicio","NC no migrada a BC","Asignado","VargasD Wilmer",,"[]","14/03/2023 8:56 a. m.","VargasD Wilmer","11/05/2023 1:57 p. m."
"8436","00592227","Sodexo Express","SalesForce","GNL - Error en Procesos","Error Usuario","Carro de compra creado como de recarga.","Solucionado","Castro Steven",,"[]","6/05/2023 10:38 p. m.","Castro Steven","11/05/2023 1:02 p. m."
"8560","WIZ-7127","Wizeo","JIRA","GNL - Usuarios","Actualización BD","USUARIO EMISOR QA","Solucionado","Castro Steven",,"[]","11/05/2023 12:46 p. m.","Castro Steven","11/05/2023 12:46 p. m."
"8318","WIZ-7036","Wizeo","JIRA","GNL - Solicitud a IT","Error Sistema","ERROR CARGA MASIVA CONDUCTORES","Solucionado","Castro Steven","Escalado a Dilicorp","[]","2/05/2023 6:30 p. m.","Castro Steven","11/05/2023 12:32 p. m."
"8557","00595233",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","11/05/2023 12:31 p. m.","VargasD Wilmer","11/05/2023 12:31 p. m."
"8555","WIZ-7163","Wizeo","JIRA","GNL - Solicitud a IT","Error Servicio","Incidente acceso QA Emisor","Solucionado","Castro Steven","Escalado a Dilicorp","[]","11/05/2023 12:18 p. m.","Castro Steven","11/05/2023 12:31 p. m."
"8103","WIZ-6918","Wizeo","JIRA","GNL - Solicitud a IT","Consulta Información","Solicitud de información usuarios plataformas","Solucionado","Castro Steven","Escalado a Dilicorp","[]","24/04/2023 10:01 a. m.","Castro Steven","11/05/2023 12:30 p. m."
"6219","WIZ-5586","Wizeo","JIRA","GNL - Solicitud a IT","Error Autorizador","TRANSACCIONES INVALIDAS","Solucionado","Castro Steven","Escalado a Equipo de Brasil","[]","16/01/2023 5:57 p. m.","Castro Steven","11/05/2023 12:26 p. m."
"7055","WIZ-6091","Wizeo","JIRA","GNL - Solicitud a IT","Error Autorizador","GENERACION DE INFORME INOPERATIVO","Solucionado","Castro Steven","Escalado a Equipo de Brasil","[]","22/02/2023 8:55 a. m.","Castro Steven","11/05/2023 12:25 p. m."
"7435","WIZ-6439","Wizeo","JIRA","GNL - Solicitud a IT","Error Sistema","Revisión Permisos Roles Ejecutivo Merchant y Ejecutivo Postventa Plataforma Emisor","Solucionado","Castro Steven","Escalado a Dilicorp","[]","15/03/2023 9:14 a. m.","Castro Steven","11/05/2023 12:24 p. m."
"8556","WIZ-7136","Wizeo","JIRA","GNL - Solicitud a IT","Error Sistema","PROCESAR ARCHIVO DE EMBOSSING AMBIENTE QA","Escalado Autorizador","Castro Steven","Escalado a Dilicorp","[]","11/05/2023 12:21 p. m.","Castro Steven","11/05/2023 12:21 p. m."
"8554","WIZ-7126","Wizeo","JIRA","GNL - Usuarios","Actualización BD","USUARIO VPOS QA","Solucionado","Castro Steven",,"[]","11/05/2023 12:15 p. m.","Castro Steven","11/05/2023 12:15 p. m."
"8553","00594969",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","11/05/2023 12:11 p. m.","VargasD Wilmer","11/05/2023 12:11 p. m."
"8552","WIZ-7119","Wizeo","JIRA","GNL - Solicitud a IT","Actualización BD","ACTIVAR CUC","Solucionado","Castro Steven",,"[]","11/05/2023 12:05 p. m.","Castro Steven","11/05/2023 12:05 p. m."
"8502","00593985","Sodexo Express","SalesForce","GNL - Error en Procesos","Error Sistema","Carro con tarjetas adicionales.","Devuelto","Castro Steven",,"[]","9/05/2023 3:22 p. m.","VargasD Wilmer","11/05/2023 11:50 a. m."
"8524","00569515",,"SalesForce","GNL - Solicitud a IT",,,"Reabierto",,,"[]","10/05/2023 12:12 p. m.","VargasD Wilmer","11/05/2023 11:47 a. m."
"8522","00571805",,"SalesForce","GNL - Solicitud a IT",,,"Reabierto",,,"[]","10/05/2023 11:51 a. m.","VargasD Wilmer","11/05/2023 11:47 a. m."
"8549","00594900",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","11/05/2023 11:12 a. m.","VargasD Wilmer","11/05/2023 11:12 a. m."
"8548","00593246",,"SalesForce","GNL - Solicitud a IT",,,"Reabierto",,,"[]","11/05/2023 10:45 a. m.","VargasD Wilmer","11/05/2023 11:00 a. m."
"8546","00595062","Andes","SalesForce","Bonos - Reenvío Chequeras","Actualización Plataforma","Validacion de reenvio de bonos","Solucionado","Castro AndresF",,"[]","11/05/2023 9:50 a. m.","Castro AndresF","11/05/2023 10:26 a. m."
"8530","00594803","Sodexo Express","SalesForce","GNL - Error en Procesos","Error Usuario","Carro de compra creado como de recarga.","Devuelto","Castro Steven",,"[]","10/05/2023 3:40 p. m.","Castro Steven","11/05/2023 10:20 a. m."
"8435","00592216","Sodexo Express","SalesForce","GNL - Error en Procesos","Error Sistema","Carro sin procesar porque la beneficiaria ya tiene activa tarjeta del producto.","Solucionado","Castro Steven",,"[]","6/05/2023 10:29 p. m.","Castro Steven","11/05/2023 10:12 a. m."
"8544","00595052","Andes","SalesForce","GNL - Solicitud a IT","Actualización BD","Ajuste Millesime","Solucionado","Castro AndresF",,"[]","11/05/2023 9:43 a. m.","Castro AndresF","11/05/2023 10:04 a. m."
"8547","00594107","Condor","SalesForce","GNL - Usuarios","Actualización BD","Activación usuario","Solucionado","Castro Steven",,"[]","11/05/2023 9:52 a. m.","Castro Steven","11/05/2023 10:01 a. m."
"8415","00590414","Sodexo Express","SalesForce","GNL - Facturación","Error Sistema","Error al facturar pedido de carga.","Reabierto","Castro Steven",,"[]","5/05/2023 12:29 p. m.","VargasD Wilmer","11/05/2023 9:57 a. m."
"8541","00594928","Andes","SalesForce","GNL - Contratos","Actualización BD","Activacion de contrato","Solucionado","Castro AndresF",,"[]","11/05/2023 8:43 a. m.","Castro AndresF","11/05/2023 9:15 a. m."
"8543","00594908","Condor","SalesForce","Novedades Monetarias","Actualización BD","Novedad monetaria confirmada manualmente","Solucionado","Castro AndresF",,"[]","11/05/2023 9:12 a. m.","Castro AndresF","11/05/2023 9:12 a. m."
"8542","00595019",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","11/05/2023 8:58 a. m.","VargasD Wilmer","11/05/2023 8:58 a. m."
"8540","00587308",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","11/05/2023 8:29 a. m.","VargasD Wilmer","11/05/2023 8:29 a. m."
"8539","00588584",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","11/05/2023 8:07 a. m.","VargasD Wilmer","11/05/2023 8:07 a. m."
"8343","00590296","Sodexo Express","SalesForce","GNL - Error en Procesos","Error Sistema","Carro sin procesar porque el beneficiario ya tiene tarjeta activa","Reabierto","Riera Franklin",,"[]","3/05/2023 11:49 a. m.","VargasD Wilmer","10/05/2023 7:14 p. m."
"8538","00594662",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","10/05/2023 6:58 p. m.","VargasD Wilmer","10/05/2023 6:58 p. m."
"8537","00594756",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","10/05/2023 6:03 p. m.","VargasD Wilmer","10/05/2023 6:03 p. m."
"8493","00576294","Condor","SalesForce","GNL - Saldo y Movimientos","Consulta Información","Validacoin de saldo de la tarjeta","Solucionado","Castro AndresF",,"[]","9/05/2023 11:55 a. m.","Castro AndresF","10/05/2023 5:54 p. m."
"8536","00594921",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","10/05/2023 5:54 p. m.","VargasD Wilmer","10/05/2023 5:54 p. m."
"8535","00594876",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","10/05/2023 5:10 p. m.","VargasD Wilmer","10/05/2023 5:10 p. m."
"8534","00594060",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","10/05/2023 5:07 p. m.","VargasD Wilmer","10/05/2023 5:07 p. m."
"8533","00590754",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","10/05/2023 5:01 p. m.","VargasD Wilmer","10/05/2023 5:01 p. m."
"8532","00594799","Andes","SalesForce","Bonos - Reenvío Chequeras","Actualización BD","Reenvio de bonos","Solucionado","Castro AndresF",,"[]","10/05/2023 4:41 p. m.","Castro AndresF","10/05/2023 4:53 p. m."
"8517","00594321","Andes","SalesForce","Bonos - Reenvío Chequeras","Actualización BD","Reenvio de bonod","Solucionado","Castro AndresF",,"[]","10/05/2023 9:02 a. m.","Castro AndresF","10/05/2023 4:41 p. m."
"8531","00594836",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","10/05/2023 4:38 p. m.","VargasD Wilmer","10/05/2023 4:38 p. m."
"8509","00586826","Andes","SalesForce","Bonos - Reenvío Chequeras","Actualización BD","Cambio de correos y reenvio de bonos","Solucionado","Castro AndresF",,"[]","9/05/2023 4:12 p. m.","Castro AndresF","10/05/2023 4:34 p. m."
"8516","00594271","Sodexo Express","SalesForce","Error Pedido Procesado","Error Sistema","Carro de compra creado como recarga","Devuelto","Castro Steven",,"[]","10/05/2023 8:25 a. m.","Castro Steven","10/05/2023 4:33 p. m."
"8519","00594313","Condor","SalesForce","Tarjetas - Emisión","Error Autorizador","Pedido de tarjeta no procesado por Novo","Escalado Autorizador","VargasD Wilmer","PIM-19944","[]","10/05/2023 11:17 a. m.","VargasD Wilmer","10/05/2023 4:22 p. m."
"8508","00594001","Sodexo Express","SalesForce","GNL - Error en Procesos","Error Sistema","Carro con tarjetas adicionales.","Solucionado","Castro Steven",,"[]","9/05/2023 3:53 p. m.","Castro Steven","10/05/2023 4:15 p. m."
"8529","00594777","Andes","SalesForce","Bonos - Reenvío Chequeras","Consulta Información","Validacion error","Solucionado","Castro AndresF",,"[]","10/05/2023 3:13 p. m.","Castro AndresF","10/05/2023 4:10 p. m."
"8523","00586382","Condor","SalesForce","Tarjetas - Emboce","Consulta Información","Validar con produccion el emboce del pedido","Solucionado","Castro AndresF",,"[]","10/05/2023 11:58 a. m.","Castro AndresF","10/05/2023 3:57 p. m."
"8513","00594157","Business Central","SalesForce","GNL - Migración Datos","Error Servicio","Documento de identificación asignado a cuenta bancaria de afiliado","Devuelto","VargasD Wilmer",,"[]","9/05/2023 5:27 p. m.","VargasD Wilmer","10/05/2023 3:31 p. m."
"8507","00593916",,"SalesForce","GNL - Solicitud a IT",,,"Reabierto",,,"[]","9/05/2023 3:48 p. m.","VargasD Wilmer","10/05/2023 3:02 p. m."
"8525","00594325","Sodexo Express","SalesForce","GNL - Usuarios","Actualización BD","Validacion de inicio de sesion","Solucionado","Castro AndresF",,"[]","10/05/2023 12:20 p. m.","Castro AndresF","10/05/2023 2:53 p. m."
"8497","00593818","Condor","SalesForce","GNL - Saldo y Movimientos","Capacitación","Validación movimientos","Devuelto","VargasD Wilmer",,"[]","9/05/2023 1:32 p. m.","VargasD Wilmer","10/05/2023 2:34 p. m."
"8514","00594202","Condor","SalesForce","Tarjetas - Emisión","Error Datos","Error tarjeta 6089442011919789","Solucionado","VargasD Wilmer",,"[]","9/05/2023 6:36 p. m.","VargasD Wilmer","10/05/2023 2:26 p. m."
"8527","00594628",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","10/05/2023 1:50 p. m.","VargasD Wilmer","10/05/2023 1:50 p. m."
"8359","00590614","Andes","SalesForce","Bonos - Reenvío Chequeras","Error Datos","Cambio correo pedido y reenvío ","Solucionado","VargasD Wilmer",,"[]","3/05/2023 5:58 p. m.","VargasD Wilmer","10/05/2023 1:47 p. m."
"8526","00594688",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","10/05/2023 1:47 p. m.","VargasD Wilmer","10/05/2023 1:47 p. m."
"8504","00594002","Sodexo Express","SalesForce","GNL - Error en Procesos","Error Sistema","Carro con tarjetas adicionales.","Solucionado","Castro Steven",,"[]","9/05/2023 3:41 p. m.","Castro Steven","10/05/2023 12:09 p. m."
"7806","00572255","Andes","SalesForce","GNL - Facturación","Error Servicio","NC no migradas a BC","Reabierto","VargasD Wilmer",,"[]","5/04/2023 8:52 p. m.","VargasD Wilmer","10/05/2023 11:44 a. m."
"8521","00593920","Sodexo Express","SalesForce","GNL - Error en Procesos","Error Sistema","Error al realizar el pago","Solucionado","Castro Steven",,"[]","10/05/2023 11:39 a. m.","Castro Steven","10/05/2023 11:39 a. m."
"8498","00593851","Sodexo Express","SalesForce","GNL - Error en Procesos","Error Sistema","Carro con tarjetas adicionales.","Solucionado","Castro Steven",,"[]","9/05/2023 2:02 p. m.","Castro Steven","10/05/2023 11:31 a. m."
"8456","00593151","Condor","SalesForce","GNL - Facturación","Error Servicio","Entregas facturadas en factura anulada","Solucionado","VargasD Wilmer",,"[]","8/05/2023 3:24 p. m.","VargasD Wilmer","10/05/2023 11:28 a. m."
"8496","00592350","Sodexo Express","SalesForce","GNL - Error en Procesos","Error Sistema","Carro con tarjetas adicionales.","Solucionado","Castro Steven",,"[]","9/05/2023 1:20 p. m.","Castro Steven","10/05/2023 11:19 a. m."
"8479","00593389","Andes","SalesForce","Bonos - Reenvío Chequeras","Actualización BD","Cambio de correo y reenvio de bonos","Solucionado","Castro AndresF",,"[]","9/05/2023 9:54 a. m.","Castro AndresF","10/05/2023 11:15 a. m."
"8510","00594119","Conexo","SalesForce","GNL - Usuarios","Consulta Información","Validacion de usuario","Solucionado","Castro AndresF",,"[]","9/05/2023 4:50 p. m.","Castro AndresF","10/05/2023 10:48 a. m."
"8483","00548257","Condor","SalesForce","GNL - Contratos","Actualización BD","Eliminar Medio Papel del Detalle de Contrato.","Solucionado","Castro Steven",,"[]","9/05/2023 10:09 a. m.","Castro Steven","10/05/2023 10:48 a. m."
"8481","00546689","Condor","SalesForce","GNL - Contratos","Actualización BD","Eliminar Medio Papel del Detalle de Contrato.","Solucionado","Castro Steven",,"[]","9/05/2023 10:01 a. m.","Castro Steven","10/05/2023 10:48 a. m."
"8478","00552538","Condor","SalesForce","GNL - Contratos","Actualización BD","Eliminar Medio Papel del Detalle de Contrato.","Solucionado","Castro Steven",,"[]","9/05/2023 9:47 a. m.","Castro Steven","10/05/2023 10:48 a. m."
"8484","00552535","Condor","SalesForce","GNL - Contratos","Actualización BD","Eliminar Medio Papel del Detalle de Contrato.","Solucionado","Castro Steven",,"[]","9/05/2023 10:16 a. m.","Castro Steven","10/05/2023 10:48 a. m."
"8487","00593622","Servicio en Linea","SalesForce","GNL - Usuarios","Consulta Información","1.Falta información
2.Validacion de usuario SEL","Solucionado","Castro AndresF",,"[]","9/05/2023 10:39 a. m.","Castro AndresF","10/05/2023 10:37 a. m."
"8518","00580477","Condor","SalesForce","Cuenta Maestra","Error Autorizador",,"Escalado Autorizador",,,"[]","10/05/2023 10:32 a. m.","Corredor Vanessa","10/05/2023 10:32 a. m."
"8476","00583010","Condor","SalesForce","GNL - Contratos","Actualización BD","Inactivar contrato de afiliado.","Solucionado","Castro Steven",,"[]","9/05/2023 9:32 a. m.","Castro Steven","10/05/2023 10:24 a. m."
"8475","00584880","Condor","SalesForce","GNL - Contratos","Actualización BD","Inactivar contrato de afiliado.","Solucionado","Castro Steven",,"[]","9/05/2023 9:28 a. m.","Castro Steven","10/05/2023 10:24 a. m."
"8474","00591029","Condor","SalesForce","GNL - Contratos","Actualización BD","Inactivar contrato de afiliado.","Solucionado","Castro Steven",,"[]","9/05/2023 9:24 a. m.","Castro Steven","10/05/2023 10:24 a. m."
"8473","00591032","Condor","SalesForce","GNL - Contratos","Actualización BD","Inactivar contrato de afiliado.","Solucionado","Castro Steven",,"[]","9/05/2023 9:01 a. m.","Castro Steven","10/05/2023 10:24 a. m."
"8106","00533162","Condor","SalesForce","GNL - Contratos","Actualización BD","Inactivar CUC","Solucionado","Castro Steven",,"[]","24/04/2023 10:20 a. m.","Castro Steven","10/05/2023 10:23 a. m."
"8488","00593633","Sodexo Express","SalesForce","Error Pedido Procesado","Error Sistema","Error en la facturación del pedido","Devuelto","Castro Steven",,"[]","9/05/2023 10:51 a. m.","Castro Steven","10/05/2023 10:13 a. m."
"8433","00576951","Condor","SalesForce","GNL - Facturación","Actualización BD","Anular Factura","Solucionado","Castro Steven",,"[]","5/05/2023 5:55 p. m.","Castro Steven","10/05/2023 9:24 a. m."
"8486","00593617","Sodexo Express","SalesForce","GNL - Error en Procesos","Error Sistema","Carro con tarjetas adicionales.","Solucionado","Castro Steven",,"[]","9/05/2023 10:31 a. m.","Castro Steven","10/05/2023 8:45 a. m."
"8471","00591236","Condor","SalesForce","GNL - Contratos","Actualización BD","Inactivar contrato afiliado.","Solucionado","Castro Steven",,"[]","9/05/2023 8:45 a. m.","Castro Steven","10/05/2023 8:32 a. m."
"8492","00593729","Condor","SalesForce","GNL - Cargas","Consulta Información","Carga pendiente por aplicar","Escalado Autorizador","Castro AndresF","PIM-19772","[]","9/05/2023 11:49 a. m.","Castro AndresF","9/05/2023 7:05 p. m."
"8515","00591647","Andes","SalesForce","Bonos - Reenvío Chequeras","Información Incompleta","Falta numero de cedula","Devuelto","Castro AndresF",,"[]","9/05/2023 6:59 p. m.","Castro AndresF","9/05/2023 6:59 p. m."
"8506","00594020","Andes","SalesForce","GNL - Contratos","Actualización BD","Inactivacion de contrato","Solucionado","Castro AndresF",,"[]","9/05/2023 3:46 p. m.","Castro AndresF","9/05/2023 6:56 p. m."
"8511","00593619","Condor","SalesForce","Tarjetas - Emboce","Consulta Información","Validacion confirmacion de tarjeta","Solucionado","Castro AndresF",,"[]","9/05/2023 5:16 p. m.","Castro AndresF","9/05/2023 6:48 p. m."
"8505","00594014","Condor","SalesForce","GNL - Transmisiones","Consulta Información",,"Solucionado","VargasD Wilmer",,"[]","9/05/2023 3:45 p. m.","VargasD Wilmer","9/05/2023 6:01 p. m."
"8463","00593243","Servicio en Linea","SalesForce","SEL - Pago Afiliados","Consulta Información","Pago Afiliado","Solucionado","Castro Steven",,"[]","8/05/2023 4:43 p. m.","Castro Steven","9/05/2023 5:48 p. m."
"8446","00592707","Servicio en Linea","SalesForce","SEL - Pago Afiliados","Consulta Información","Pago Afiliado","Solucionado","Castro Steven",,"[]","8/05/2023 10:59 a. m.","Castro Steven","9/05/2023 5:48 p. m."
"8469","00593422","Servicio en Linea","SalesForce","SEL - Pago Afiliados","Consulta Información","Pago Afiliado","Solucionado","Castro Steven",,"[]","9/05/2023 8:36 a. m.","Castro Steven","9/05/2023 5:48 p. m."
"8512","00594145",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","9/05/2023 5:18 p. m.","VargasD Wilmer","9/05/2023 5:18 p. m."
"8480","00593577","Sodexo Express","SalesForce","Error Pedido Procesado","Error Sistema","Carro sin pedido y factura","Solucionado","Castro Steven",,"[]","9/05/2023 9:56 a. m.","Castro Steven","9/05/2023 4:21 p. m."
"8460","00592143","Sodexo Express","SalesForce","GNL - Error en Procesos","Error Sistema","Carro sin pedido y factura","Solucionado","Castro Steven",,"[]","8/05/2023 4:01 p. m.","Castro Steven","9/05/2023 4:08 p. m."
"8501","00593974","Andes","SalesForce","GNL - Solicitud a IT","Actualización BD","Ajuste millesime","Solucionado","Castro AndresF",,"[]","9/05/2023 3:19 p. m.","Castro AndresF","9/05/2023 4:02 p. m."
"8503","00593656",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","9/05/2023 3:23 p. m.","VargasD Wilmer","9/05/2023 3:23 p. m."
"8500","00593872",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","9/05/2023 3:00 p. m.","VargasD Wilmer","9/05/2023 3:00 p. m."
"8223","00587764","Conexo","SalesForce","GNL - Error en Procesos","Error Servicio","Error en pruebas conexo QA","Reabierto","Riera Franklin",,"[]","28/04/2023 8:05 a. m.","VargasD Wilmer","9/05/2023 2:35 p. m."
"8499","00593893",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","9/05/2023 2:27 p. m.","VargasD Wilmer","9/05/2023 2:27 p. m."
"8468","00589939","Servicio en Linea","SalesForce","GNL - Reportes","Consulta Información","Reporte Detalle consumos","Solucionado","Castro Steven",,"[]","9/05/2023 8:10 a. m.","Castro Steven","9/05/2023 1:51 p. m."
"8443","00592755","Servicio en Linea","SalesForce","SEL - Pago Afiliados","Consulta Información","Pago Afiliado.","Solucionado","Castro Steven",,"[]","8/05/2023 10:50 a. m.","Castro Steven","9/05/2023 1:30 p. m."
"8454","00593104","Sodexo Express","SalesForce","Error Pedido Procesado","Error Sistema","Carro sin detalleresumen","Solucionado","Castro Steven",,"[]","8/05/2023 2:46 p. m.","Castro Steven","9/05/2023 1:24 p. m."
"8495","00593781",,"SalesForce","GNL - Solicitud a IT",,,"Nuevo",,,"[]","9/05/2023 1:12 p. m.","VargasD Wilmer","9/05/2023 1:12 p. m."
"8315","00589293","Sodexo Express","SalesForce","GNL - Error en Procesos","Error Sistema","Carro no se proceso debido a que una beneficiaria ya tiene tarjeta activa","Solucionado","Riera Franklin",,"[]","2/05/2023 6:19 p. m.","Castro Steven","9/05/2023 1:06 p. m."
"8452","00593021","Sodexo Express","SalesForce","GNL - Error en Procesos","Error Sistema","Carro con tarjeta adicional","Solucionado","Castro Steven",,"[]","8/05/2023 1:22 p. m.","Castro Steven","9/05/2023 12:55 p. m."
"8489","00593670","Condor","SalesForce","Tarjetas - Emboce","Consulta Información","Escalado a NOV","Solucionado","Castro AndresF","PIM-19595","[]","9/05/2023 11:07 a. m.","Castro AndresF","9/05/2023 12:38 p. m."
"8391","00591462","Condor","SalesForce","Tarjetas - Emboce","Consulta Información","Validacion de emboce","Solucionado","Castro AndresF","PIM-19595","[]","4/05/2023 4:17 p. m.","Castro AndresF","9/05/2023 12:32 p. m."
"8440","00592581","Sodexo Express","SalesForce","GNL - Error en Procesos","Error Sistema","Carro con tarjeta adicional","Solucionado","Castro Steven",,"[]","8/05/2023 8:43 a. m.","Castro Steven","9/05/2023 12:23 p. m."
"8494","343151","Andes","SysAid","GNL - Facturación","Error Sistema","Error por millesime","Solucionado","VargasD Wilmer",,"[]","9/05/2023 12:10 p. m.","VargasD Wilmer","9/05/2023 12:10 p. m."
"8490","00593674","Condor","SalesForce","GNL - Solicitud a IT","Error Usuario",,"Solucionado","VargasD Wilmer",,"[]","9/05/2023 11:09 a. m.","VargasD Wilmer","9/05/2023 12:03 p. m."
"8426","00592304","Sodexo Express","SalesForce","GNL - Error en Procesos","Error Sistema","Carro con tarjetas adicionales","Solucionado","Castro Steven",,"[]","5/05/2023 4:28 p. m.","Castro Steven","9/05/2023 11:59 a. m."
"8402","00591673","Discoverer","SalesForce","GNL - Reportes","Capacitación","Permisos sobre reportes","Reabierto","VargasD Wilmer",,"[]","5/05/2023 8:27 a. m.","VargasD Wilmer","9/05/2023 11:40 a. m."
